Month,Hour,Minutes,light_level,RS_outdoor,TM_outdoor,temperature
7,10,20,3.0,416,24.9,26.7
7,10,30,3.0,416,24.9,26.7
7,10,40,3.0,416,24.9,26.8
7,10,50,2.0,469,24.8,26.8
7,11,0,3.0,469,24.8,26.7
7,11,10,3.0,469,24.8,26.8
7,11,20,3.0,461,25.0,26.8
7,11,30,3.0,461,25.0,26.7
7,11,40,3.0,461,25.0,26.8
7,11,50,3.0,781,25.4,26.6
7,12,0,3.0,781,25.4,26.7
7,12,10,3.0,781,25.4,26.5
7,12,20,3.0,611,25.2,26.4
7,12,30,2.0,611,25.2,26.6
7,12,40,1.0,611,25.2,26.4
7,12,50,1.0,638,25.4,26.3
7,13,0,1.0,638,25.4,26.2
7,13,10,1.0,638,25.4,26.0
7,13,20,1.0,821,25.5,26.1
7,13,30,1.0,821,25.5,26.0
7,13,40,0.0,821,25.5,25.9
7,13,50,1.0,710,25.6,25.9
7,14,0,1.0,710,25.6,25.8
7,14,10,0.0,710,25.6,25.9
7,14,20,1.0,368,25.3,25.7
7,14,30,1.0,368,25.3,25.7
7,14,40,1.0,368,25.3,25.7
7,14,50,1.0,438,25.4,25.6
7,15,0,1.0,438,25.4,25.7
7,15,10,0.0,438,25.4,25.6
7,15,20,1.0,362,25.3,25.3
7,15,30,0.0,362,25.3,25.2
7,15,40,1.0,362,25.3,25.1
7,15,50,0.0,629,26.1,25.1
7,16,0,1.0,629,26.1,25.0
7,16,10,1.0,629,26.1,24.9
7,16,20,0.0,297,25.5,24.9
7,16,30,0.0,297,25.5,24.9
7,16,50,1.0,168,24.9,24.7
7,17,0,0.0,168,24.9,24.6
7,17,10,0.0,168,24.9,24.6
7,17,20,0.0,114,24.8,24.5
7,17,30,0.0,114,24.8,24.3
7,17,40,0.0,114,24.8,24.3
7,17,50,0.0,73,24.4,24.3
7,18,0,0.0,73,24.4,24.3
7,18,10,0.0,73,24.4,24.1
7,18,20,0.0,35,24.2,24.1
7,18,30,0.0,35,24.2,24.2
7,18,40,0.0,35,24.2,24.1
7,18,50,0.0,3,23.7,24.0
7,19,0,0.0,3,23.7,24.1
7,19,10,0.0,3,23.7,24.0
7,19,20,0.0,0,23.5,24.3
7,19,30,0.0,0,23.5,24.5
7,19,40,0.0,0,23.5,24.7
7,19,50,0.0,0,23.6,24.8
7,20,0,0.0,0,23.6,24.9
7,20,10,0.0,0,23.6,25.0
7,20,20,0.0,0,23.5,25.1
7,20,30,0.0,0,23.5,25.2
7,20,40,0.0,0,23.5,25.3
7,20,50,0.0,0,23.1,25.4
7,21,0,0.0,0,23.1,25.5
7,21,10,0.0,0,23.1,25.5
7,21,20,0.0,0,22.3,25.6
7,21,30,0.0,0,22.3,25.7
7,21,40,0.0,0,22.3,25.7
7,21,50,0.0,0,22.1,25.8
7,22,0,0.0,0,22.1,25.8
7,22,10,0.0,0,22.1,25.9
