Fecha,Hora,TM,HRM%,PPT,RS
30-09-2023,11:30 - 12:00,30.1,40,0.0,728
30-09-2023,12:00 - 12:30,30.0,41,0.0,719
30-09-2023,12:30 - 13:00,29.7,41,0.0,695
30-09-2023,13:00 - 13:30,29.4,41,0.0,658
30-09-2023,13:30 - 14:00,29.2,41,0.0,607
30-09-2023,14:00 - 14:30,28.9,42,0.0,542
30-09-2023,14:30 - 15:00,28.8,43,0.0,466
30-09-2023,15:00 - 15:30,28.4,43,0.0,384
30-09-2023,15:30 - 16:00,28.7,42,0.0,292
30-09-2023,16:00 - 16:30,28.1,43,0.0,197
30-09-2023,16:30 - 17:00,27.8,44,0.0,106
30-09-2023,17:00 - 17:30,26.5,49,0.0,31
30-09-2023,17:30 - 18:00,25.1,56,0.0,0
30-09-2023,18:00 - 18:30,24.2,63,0.0,0
30-09-2023,18:30 - 19:00,23.4,68,0.0,0
30-09-2023,19:00 - 19:30,22.7,68,0.0,0
30-09-2023,19:30 - 20:00,22.2,71,0.0,0
30-09-2023,20:00 - 20:30,21.6,73,0.0,0
30-09-2023,20:30 - 21:00,21.2,77,0.0,0
30-09-2023,21:00 - 21:30,20.6,79,0.0,0
30-09-2023,21:30 - 22:00,20.3,80,0.0,0
30-09-2023,22:00 - 22:30,20.5,81,0.0,0
30-09-2023,22:30 - 23:00,20.3,82,0.0,0
30-09-2023,23:00 - 23:30,20.3,83,0.0,0
30-09-2023,23:30 - 00:00,20.0,84,0.0,0
01-10-2023,00:00 - 00:30,19.6,86,0.0,0
01-10-2023,00:30 - 01:00,19.1,87,0.0,0
01-10-2023,01:00 - 01:30,18.9,89,0.0,0
01-10-2023,01:30 - 02:00,18.7,88,0.0,0
01-10-2023,02:00 - 02:30,18.4,88,0.0,0
01-10-2023,02:30 - 03:00,17.7,89,0.0,0
01-10-2023,03:00 - 03:30,17.4,89,0.0,0
01-10-2023,03:30 - 04:00,17.3,89,0.0,0
01-10-2023,04:00 - 04:30,17.2,89,0.0,0
01-10-2023,04:30 - 05:00,16.9,90,0.0,0
01-10-2023,05:00 - 05:30,16.9,90,0.0,0
01-10-2023,05:30 - 06:00,16.7,90,0.0,2
01-10-2023,06:00 - 06:30,16.8,90,0.0,19
01-10-2023,06:30 - 07:00,17.4,87,0.0,85
01-10-2023,07:00 - 07:30,20.8,74,0.0,204
01-10-2023,07:30 - 08:00,22.8,66,0.0,292
01-10-2023,08:00 - 08:30,23.6,63,0.0,381
01-10-2023,08:30 - 09:00,25.4,57,0.0,464
01-10-2023,09:00 - 09:30,26.7,54,0.0,536
01-10-2023,09:30 - 10:00,27.3,50,0.0,597
01-10-2023,10:00 - 10:30,28.2,48,0.0,648
01-10-2023,10:30 - 11:00,28.6,48,0.0,686
01-10-2023,11:00 - 11:30,28.8,48,0.0,709
01-10-2023,11:30 - 12:00,28.8,49,0.0,715
01-10-2023,12:00 - 12:30,29.0,49,0.0,705
01-10-2023,12:30 - 13:00,29.0,50,0.0,679
01-10-2023,13:00 - 13:30,29.0,51,0.0,641
01-10-2023,13:30 - 14:00,28.6,53,0.0,586
01-10-2023,14:00 - 14:30,27.5,56,0.0,523
01-10-2023,14:30 - 15:00,27.1,58,0.0,449
01-10-2023,15:00 - 15:30,27.0,59,0.0,365
01-10-2023,15:30 - 16:00,26.5,61,0.0,274
01-10-2023,16:00 - 16:30,25.9,64,0.0,180
01-10-2023,16:30 - 17:00,24.8,68,0.0,91
01-10-2023,17:00 - 17:30,23.6,73,0.0,23
01-10-2023,17:30 - 18:00,22.5,78,0.0,0
01-10-2023,18:00 - 18:30,21.7,81,0.0,0
01-10-2023,18:30 - 19:00,21.2,83,0.0,0
01-10-2023,19:00 - 19:30,20.9,84,0.0,0
01-10-2023,19:30 - 20:00,20.4,86,0.0,0
01-10-2023,20:00 - 20:30,20.2,87,0.0,0
01-10-2023,20:30 - 21:00,19.9,88,0.0,0
01-10-2023,21:00 - 21:30,19.6,89,0.0,0
01-10-2023,21:30 - 22:00,19.4,90,0.0,0
01-10-2023,22:00 - 22:30,19.2,90,0.0,0
01-10-2023,22:30 - 23:00,18.8,91,0.0,0
01-10-2023,23:00 - 23:30,18.4,92,0.0,0
01-10-2023,23:30 - 00:00,18.0,92,0.0,0
02-10-2023,00:00 - 00:30,17.9,92,0.0,0
02-10-2023,00:30 - 01:00,17.7,93,0.0,0
02-10-2023,01:00 - 01:30,17.5,94,0.0,0
02-10-2023,01:30 - 02:00,17.4,95,0.0,0
02-10-2023,02:00 - 02:30,17.1,95,0.0,0
02-10-2023,02:30 - 03:00,17.1,96,0.0,0
02-10-2023,03:00 - 03:30,17.1,96,0.0,0
02-10-2023,03:30 - 04:00,17.2,95,0.0,0
02-10-2023,04:00 - 04:30,17.3,92,0.0,0
02-10-2023,04:30 - 05:00,17.9,88,0.0,0
02-10-2023,05:00 - 05:30,18.0,86,0.0,0
02-10-2023,05:30 - 06:00,18.0,85,0.0,0
02-10-2023,06:00 - 06:30,18.0,84,0.0,12
02-10-2023,06:30 - 07:00,18.3,82,0.0,43
02-10-2023,07:00 - 07:30,18.8,80,0.0,93
02-10-2023,07:30 - 08:00,19.6,76,0.0,133
02-10-2023,08:00 - 08:30,20.1,75,0.0,220
02-10-2023,08:30 - 09:00,21.3,71,0.0,333
02-10-2023,09:00 - 09:30,22.9,68,0.0,382
02-10-2023,09:30 - 10:00,24.5,65,0.0,572
02-10-2023,10:00 - 10:30,24.5,65,0.0,460
02-10-2023,10:30 - 11:00,24.6,64,0.0,518
02-10-2023,11:00 - 11:30,25.6,63,0.0,444
02-10-2023,11:30 - 12:00,25.8,66,0.0,358
02-10-2023,12:00 - 12:30,25.8,67,0.0,284
02-10-2023,12:30 - 13:00,26.0,66,0.0,287
02-10-2023,13:00 - 13:30,27.4,61,0.0,644
02-10-2023,13:30 - 14:00,27.2,60,0.0,589
02-10-2023,14:00 - 14:30,26.6,62,0.0,523
02-10-2023,14:30 - 15:00,26.5,63,0.0,449
02-10-2023,15:00 - 15:30,26.1,64,0.0,363
02-10-2023,15:30 - 16:00,25.7,66,0.0,272
02-10-2023,16:00 - 16:30,25.1,69,0.0,184
02-10-2023,16:30 - 17:00,24.5,72,0.0,95
02-10-2023,17:00 - 17:30,23.7,75,0.0,21
02-10-2023,17:30 - 18:00,22.7,79,0.0,0
02-10-2023,18:00 - 18:30,22.1,82,0.0,0
02-10-2023,18:30 - 19:00,21.8,84,0.0,0
02-10-2023,19:00 - 19:30,21.6,86,0.0,0
02-10-2023,19:30 - 20:00,21.1,88,0.0,0
02-10-2023,20:00 - 20:30,20.5,91,0.0,0
02-10-2023,20:30 - 21:00,20.2,93,0.0,0
02-10-2023,21:00 - 21:30,19.7,93,0.0,0
02-10-2023,21:30 - 22:00,19.4,94,0.0,0
02-10-2023,22:00 - 22:30,19.4,95,0.0,0
02-10-2023,22:30 - 23:00,19.1,95,0.0,0
02-10-2023,23:00 - 23:30,18.7,96,0.0,0
02-10-2023,23:30 - 00:00,18.4,96,0.0,0
03-10-2023,00:00 - 00:30,18.4,96,0.0,0
03-10-2023,00:30 - 01:00,18.0,96,0.0,0
03-10-2023,01:00 - 01:30,17.6,96,0.0,0
03-10-2023,01:30 - 02:00,17.3,96,0.0,0
03-10-2023,02:00 - 02:30,17.3,97,0.0,0
03-10-2023,02:30 - 03:00,17.1,97,0.0,0
03-10-2023,03:00 - 03:30,17.0,97,0.0,0
03-10-2023,03:30 - 04:00,17.4,97,0.0,0
03-10-2023,04:00 - 04:30,17.1,97,0.0,0
03-10-2023,04:30 - 05:00,17.0,97,0.0,0
03-10-2023,05:00 - 05:30,17.0,97,0.0,0
03-10-2023,05:30 - 06:00,17.1,97,0.0,3
03-10-2023,06:00 - 06:30,17.1,97,0.0,27
03-10-2023,06:30 - 07:00,17.4,97,0.0,79
03-10-2023,07:00 - 07:30,18.0,97,0.0,144
03-10-2023,07:30 - 08:00,19.5,91,0.0,292
03-10-2023,08:00 - 08:30,21.2,82,0.0,390
03-10-2023,08:30 - 09:00,22.2,77,0.0,409
03-10-2023,09:00 - 09:30,22.9,73,0.0,432
03-10-2023,09:30 - 10:00,24.5,69,0.0,606
03-10-2023,10:00 - 10:30,25.0,67,0.0,637
03-10-2023,10:30 - 11:00,25.8,64,0.0,511
03-10-2023,11:00 - 11:30,25.8,63,0.0,444
03-10-2023,11:30 - 12:00,27.1,59,0.0,750
03-10-2023,12:00 - 12:30,27.6,56,0.0,708
03-10-2023,12:30 - 13:00,28.4,56,0.0,682
03-10-2023,13:00 - 13:30,27.2,60,0.0,408
03-10-2023,13:30 - 14:00,26.8,61,0.0,365
03-10-2023,14:00 - 14:30,27.0,59,0.0,498
03-10-2023,14:30 - 15:00,26.3,62,0.0,417
03-10-2023,15:00 - 15:30,26.1,65,0.0,332
03-10-2023,15:30 - 16:00,25.5,66,0.0,245
03-10-2023,16:00 - 16:30,24.7,67,0.0,153
03-10-2023,16:30 - 17:00,24.2,71,0.0,76
03-10-2023,17:00 - 17:30,23.3,75,0.0,13
03-10-2023,17:30 - 18:00,22.7,79,0.0,0
03-10-2023,18:00 - 18:30,22.7,80,0.0,0
03-10-2023,18:30 - 19:00,22.6,80,0.0,0
03-10-2023,19:00 - 19:30,22.1,83,0.0,0
03-10-2023,19:30 - 20:00,21.8,84,0.0,0
03-10-2023,20:00 - 20:30,21.3,86,0.0,0
03-10-2023,20:30 - 21:00,20.9,87,0.0,0
03-10-2023,21:00 - 21:30,20.7,87,0.0,0
03-10-2023,21:30 - 22:00,20.4,89,0.0,0
03-10-2023,22:00 - 22:30,20.4,88,0.0,0
03-10-2023,22:30 - 23:00,20.8,87,0.0,0
03-10-2023,23:00 - 23:30,21.3,85,0.0,0
03-10-2023,23:30 - 00:00,21.1,85,0.0,0
04-10-2023,00:00 - 00:30,20.6,87,0.0,0
04-10-2023,00:30 - 01:00,19.9,90,0.0,0
04-10-2023,01:00 - 01:30,19.8,91,0.0,0
04-10-2023,01:30 - 02:00,19.5,92,0.0,0
04-10-2023,02:00 - 02:30,20.4,88,0.0,0
04-10-2023,02:30 - 03:00,20.8,85,0.0,0
04-10-2023,03:00 - 03:30,20.4,86,0.0,0
04-10-2023,03:30 - 04:00,20.4,86,0.0,0
04-10-2023,04:00 - 04:30,20.4,86,0.0,0
04-10-2023,04:30 - 05:00,19.9,88,0.0,0
04-10-2023,05:00 - 05:30,19.6,89,0.0,0
04-10-2023,05:30 - 06:00,19.5,88,0.0,1
04-10-2023,06:00 - 06:30,19.4,88,0.0,22
04-10-2023,06:30 - 07:00,19.8,86,0.0,81
04-10-2023,07:00 - 07:30,21.1,79,0.0,168
04-10-2023,07:30 - 08:00,21.9,74,0.0,238
04-10-2023,08:00 - 08:30,22.8,69,0.0,354
04-10-2023,08:30 - 09:00,24.2,62,0.0,441
04-10-2023,09:00 - 09:30,25.4,55,0.0,509
04-10-2023,09:30 - 10:00,26.3,50,0.0,572
04-10-2023,10:00 - 10:30,27.0,48,0.0,621
04-10-2023,10:30 - 11:00,27.8,44,0.0,656
04-10-2023,11:00 - 11:30,28.0,43,0.0,574
04-10-2023,11:30 - 12:00,28.2,43,0.0,533
04-10-2023,12:00 - 12:30,28.2,44,0.0,541
04-10-2023,12:30 - 13:00,28.6,45,0.0,562
04-10-2023,13:00 - 13:30,28.6,43,0.0,618
04-10-2023,13:30 - 14:00,28.3,44,0.0,566
04-10-2023,14:00 - 14:30,28.0,46,0.0,508
04-10-2023,14:30 - 15:00,27.6,48,0.0,431
04-10-2023,15:00 - 15:30,26.8,52,0.0,350
04-10-2023,15:30 - 16:00,26.4,56,0.0,259
04-10-2023,16:00 - 16:30,25.7,60,0.0,166
04-10-2023,16:30 - 17:00,24.9,63,0.0,79
04-10-2023,17:00 - 17:30,24.0,68,0.0,19
04-10-2023,17:30 - 18:00,23.4,72,0.0,0
04-10-2023,18:00 - 18:30,22.8,75,0.0,0
04-10-2023,18:30 - 19:00,22.6,76,0.0,0
04-10-2023,19:00 - 19:30,22.3,77,0.0,0
04-10-2023,19:30 - 20:00,22.1,78,0.0,0
04-10-2023,20:00 - 20:30,21.8,79,0.0,0
04-10-2023,20:30 - 21:00,21.5,80,0.0,0
04-10-2023,21:00 - 21:30,20.6,84,0.0,0
04-10-2023,21:30 - 22:00,20.0,87,0.0,0
04-10-2023,22:00 - 22:30,19.8,88,0.0,0
04-10-2023,22:30 - 23:00,19.8,89,0.0,0
04-10-2023,23:00 - 23:30,19.4,89,0.0,0
04-10-2023,23:30 - 00:00,18.9,91,0.0,0
05-10-2023,00:00 - 00:30,18.6,92,0.0,0
05-10-2023,00:30 - 01:00,18.5,92,0.0,0
05-10-2023,01:00 - 01:30,18.5,92,0.0,0
05-10-2023,01:30 - 02:00,18.8,92,0.0,0
05-10-2023,02:00 - 02:30,19.3,91,0.0,0
05-10-2023,02:30 - 03:00,19.4,90,0.0,0
05-10-2023,03:00 - 03:30,19.0,92,0.0,0
05-10-2023,03:30 - 04:00,18.8,92,0.0,0
05-10-2023,04:00 - 04:30,18.6,92,0.0,0
05-10-2023,04:30 - 05:00,18.1,94,0.0,0
05-10-2023,05:00 - 05:30,18.0,94,0.0,0
05-10-2023,05:30 - 06:00,18.3,94,0.0,1
05-10-2023,06:00 - 06:30,18.6,92,0.0,13
05-10-2023,06:30 - 07:00,18.8,91,0.0,64
05-10-2023,07:00 - 07:30,19.6,86,0.0,115
05-10-2023,07:30 - 08:00,20.3,82,0.0,148
05-10-2023,08:00 - 08:30,20.9,80,0.0,264
05-10-2023,08:30 - 09:00,21.7,77,0.0,233
05-10-2023,09:00 - 09:30,23.5,71,0.0,503
05-10-2023,09:30 - 10:00,23.9,70,0.0,505
05-10-2023,10:00 - 10:30,24.6,70,0.0,519
05-10-2023,10:30 - 11:00,24.7,71,0.0,365
05-10-2023,11:00 - 11:30,25.2,69,0.0,470
05-10-2023,11:30 - 12:00,24.9,70,0.0,268
05-10-2023,12:00 - 12:30,25.2,69,0.0,349
05-10-2023,12:30 - 13:00,25.6,68,0.0,514
05-10-2023,13:00 - 13:30,25.7,67,0.0,438
05-10-2023,13:30 - 14:00,25.5,69,0.0,350
05-10-2023,14:00 - 14:30,25.8,68,0.0,483
05-10-2023,14:30 - 15:00,25.9,68,0.0,298
05-10-2023,15:00 - 15:30,25.8,68,0.0,208
05-10-2023,15:30 - 16:00,25.6,67,0.0,184
05-10-2023,16:00 - 16:30,25.2,68,0.0,117
05-10-2023,16:30 - 17:00,24.6,69,0.0,43
05-10-2023,17:00 - 17:30,24.2,71,0.0,14
05-10-2023,17:30 - 18:00,23.6,73,0.0,0
05-10-2023,18:00 - 18:30,23.2,76,0.0,0
05-10-2023,18:30 - 19:00,23.0,77,0.0,0
05-10-2023,19:00 - 19:30,22.9,78,0.0,0
05-10-2023,19:30 - 20:00,22.4,80,0.0,0
05-10-2023,20:00 - 20:30,22.0,81,0.0,0
05-10-2023,20:30 - 21:00,21.5,83,0.0,0
05-10-2023,21:00 - 21:30,21.0,85,0.0,0
05-10-2023,21:30 - 22:00,20.4,88,0.0,0
05-10-2023,22:00 - 22:30,20.0,90,0.0,0
05-10-2023,22:30 - 23:00,20.1,89,0.0,0
05-10-2023,23:00 - 23:30,19.8,91,0.0,0
05-10-2023,23:30 - 00:00,19.7,91,0.0,0
06-10-2023,00:00 - 00:30,19.4,92,0.0,0
06-10-2023,00:30 - 01:00,19.2,93,0.0,0
06-10-2023,01:00 - 01:30,19.1,93,0.0,0
06-10-2023,01:30 - 02:00,19.0,93,0.0,0
06-10-2023,02:00 - 02:30,18.8,94,0.0,0
06-10-2023,02:30 - 03:00,18.7,95,0.0,0
06-10-2023,03:00 - 03:30,18.7,94,0.0,0
06-10-2023,03:30 - 04:00,19.1,93,0.0,0
06-10-2023,04:00 - 04:30,19.0,93,0.0,0
06-10-2023,04:30 - 05:00,18.9,93,0.0,0
06-10-2023,05:00 - 05:30,18.8,93,0.0,0
06-10-2023,05:30 - 06:00,18.7,93,0.0,0
06-10-2023,06:00 - 06:30,18.5,94,0.0,19
06-10-2023,06:30 - 07:00,19.1,92,0.0,78
06-10-2023,07:00 - 07:30,19.9,89,0.0,166
06-10-2023,07:30 - 08:00,20.9,86,0.0,246
06-10-2023,08:00 - 08:30,21.8,82,0.0,347
06-10-2023,08:30 - 09:00,22.8,78,0.0,438
06-10-2023,09:00 - 09:30,23.8,74,0.0,503
06-10-2023,09:30 - 10:00,24.8,70,0.0,484
06-10-2023,10:00 - 10:30,25.6,67,0.0,616
06-10-2023,10:30 - 11:00,26.5,63,0.0,655
06-10-2023,11:00 - 11:30,27.1,63,0.0,546
06-10-2023,11:30 - 12:00,27.2,64,0.0,522
06-10-2023,12:00 - 12:30,26.8,64,0.0,299
06-10-2023,12:30 - 13:00,26.6,64,0.0,397
06-10-2023,13:00 - 13:30,27.4,61,0.0,614
06-10-2023,13:30 - 14:00,27.5,62,0.0,595
06-10-2023,14:00 - 14:30,27.4,62,0.0,530
06-10-2023,14:30 - 15:00,26.5,65,0.0,422
06-10-2023,15:00 - 15:30,25.9,67,0.0,318
06-10-2023,15:30 - 16:00,25.6,68,0.0,228
06-10-2023,16:00 - 16:30,25.0,69,0.0,133
06-10-2023,16:30 - 17:00,24.2,73,0.0,39
06-10-2023,17:00 - 17:30,23.5,76,0.0,9
06-10-2023,17:30 - 18:00,22.7,80,0.0,0
06-10-2023,18:00 - 18:30,22.2,82,0.0,0
06-10-2023,18:30 - 19:00,21.7,84,0.0,0
06-10-2023,19:00 - 19:30,21.2,86,0.0,0
06-10-2023,19:30 - 20:00,21.1,86,0.0,0
06-10-2023,20:00 - 20:30,20.8,88,0.0,0
06-10-2023,20:30 - 21:00,20.4,89,0.0,0
06-10-2023,21:00 - 21:30,20.5,89,0.0,0
06-10-2023,21:30 - 22:00,21.0,86,0.0,0
06-10-2023,22:00 - 22:30,21.2,86,0.0,0
06-10-2023,22:30 - 23:00,20.8,87,0.0,0
06-10-2023,23:00 - 23:30,20.2,91,0.0,0
06-10-2023,23:30 - 00:00,19.8,92,0.0,0
07-10-2023,00:00 - 00:30,19.5,93,0.0,0
07-10-2023,00:30 - 01:00,19.1,94,0.0,0
07-10-2023,01:00 - 01:30,19.0,95,0.0,0
07-10-2023,01:30 - 02:00,18.6,95,0.0,0
07-10-2023,02:00 - 02:30,18.4,95,0.0,0
07-10-2023,02:30 - 03:00,18.2,95,0.0,0
07-10-2023,03:00 - 03:30,18.1,96,0.0,0
07-10-2023,03:30 - 04:00,18.0,96,0.0,0
07-10-2023,04:00 - 04:30,17.8,96,0.0,0
07-10-2023,04:30 - 05:00,17.5,96,0.0,0
07-10-2023,05:00 - 05:30,17.5,96,0.0,0
07-10-2023,05:30 - 06:00,17.5,97,0.0,1
07-10-2023,06:00 - 06:30,17.4,97,0.0,18
07-10-2023,06:30 - 07:00,17.7,97,0.0,54
07-10-2023,07:00 - 07:30,17.9,96,0.0,76
07-10-2023,07:30 - 08:00,18.9,93,0.0,163
07-10-2023,08:00 - 08:30,20.6,84,0.0,324
07-10-2023,08:30 - 09:00,21.8,79,0.0,359
07-10-2023,09:00 - 09:30,23.4,74,0.0,461
07-10-2023,09:30 - 10:00,24.4,70,0.0,548
07-10-2023,10:00 - 10:30,25.0,68,0.0,587
07-10-2023,10:30 - 11:00,25.9,64,0.0,626
07-10-2023,11:00 - 11:30,26.4,62,0.0,634
07-10-2023,11:30 - 12:00,26.8,59,0.0,491
07-10-2023,12:00 - 12:30,26.7,60,0.0,424
07-10-2023,12:30 - 13:00,27.0,59,0.0,639
07-10-2023,13:00 - 13:30,27.1,59,0.0,587
07-10-2023,13:30 - 14:00,27.0,62,0.0,546
07-10-2023,14:00 - 14:30,27.0,63,0.0,487
07-10-2023,14:30 - 15:00,26.3,67,0.0,427
07-10-2023,15:00 - 15:30,25.6,70,0.0,327
07-10-2023,15:30 - 16:00,25.2,71,0.0,217
07-10-2023,16:00 - 16:30,24.7,73,0.0,140
07-10-2023,16:30 - 17:00,24.0,77,0.0,61
07-10-2023,17:00 - 17:30,23.5,79,0.0,10
07-10-2023,17:30 - 18:00,22.8,81,0.0,0
07-10-2023,18:00 - 18:30,22.3,82,0.0,0
07-10-2023,18:30 - 19:00,21.7,83,0.0,0
07-10-2023,19:00 - 19:30,21.1,86,0.0,0
07-10-2023,19:30 - 20:00,20.7,88,0.0,0
07-10-2023,20:00 - 20:30,20.1,90,0.0,0
07-10-2023,20:30 - 21:00,19.5,92,0.0,0
07-10-2023,21:00 - 21:30,19.3,92,0.0,0
07-10-2023,21:30 - 22:00,19.1,93,0.0,0
07-10-2023,22:00 - 22:30,18.9,93,0.0,0
07-10-2023,22:30 - 23:00,18.7,94,0.0,0
07-10-2023,23:00 - 23:30,18.6,94,0.0,0
07-10-2023,23:30 - 00:00,18.8,93,0.0,0
08-10-2023,00:00 - 00:30,18.6,93,0.0,0
08-10-2023,00:30 - 01:00,18.4,93,0.0,0
08-10-2023,01:00 - 01:30,18.1,93,0.0,0
08-10-2023,01:30 - 02:00,17.9,94,0.0,0
08-10-2023,02:00 - 02:30,17.7,94,0.0,0
08-10-2023,02:30 - 03:00,17.4,93,0.0,0
08-10-2023,03:00 - 03:30,17.2,93,0.0,0
08-10-2023,03:30 - 04:00,17.0,93,0.0,0
08-10-2023,04:00 - 04:30,16.4,94,0.0,0
08-10-2023,04:30 - 05:00,16.1,95,0.0,0
08-10-2023,05:00 - 05:30,16.0,96,0.0,0
08-10-2023,05:30 - 06:00,15.9,96,0.0,0
08-10-2023,06:00 - 06:30,16.2,97,0.0,16
08-10-2023,06:30 - 07:00,17.0,97,0.0,31
08-10-2023,07:00 - 07:30,17.5,97,0.0,60
08-10-2023,07:30 - 08:00,17.7,97,0.0,109
08-10-2023,08:00 - 08:30,17.9,97,0.0,160
08-10-2023,08:30 - 09:00,18.5,97,0.0,282
08-10-2023,09:00 - 09:30,20.8,87,0.0,489
08-10-2023,09:30 - 10:00,23.4,74,0.0,561
08-10-2023,10:00 - 10:30,25.1,67,0.0,617
08-10-2023,10:30 - 11:00,25.8,62,0.0,655
08-10-2023,11:00 - 11:30,26.6,58,0.0,674
08-10-2023,11:30 - 12:00,27.0,56,0.0,681
08-10-2023,12:00 - 12:30,28.0,53,0.0,675
08-10-2023,12:30 - 13:00,29.0,52,0.0,624
08-10-2023,13:00 - 13:30,29.1,54,0.0,579
08-10-2023,13:30 - 14:00,28.1,56,0.0,546
08-10-2023,14:00 - 14:30,27.6,52,0.0,496
08-10-2023,14:30 - 15:00,27.2,55,0.0,421
08-10-2023,15:00 - 15:30,26.6,59,0.0,327
08-10-2023,15:30 - 16:00,25.8,63,0.0,238
08-10-2023,16:00 - 16:30,24.9,67,0.0,146
08-10-2023,16:30 - 17:00,23.8,71,0.0,62
08-10-2023,17:00 - 17:30,23.0,75,0.0,9
08-10-2023,17:30 - 18:00,22.3,78,0.0,0
08-10-2023,18:00 - 18:30,21.6,81,0.0,0
08-10-2023,18:30 - 19:00,21.0,83,0.0,0
08-10-2023,19:00 - 19:30,20.4,86,0.0,0
08-10-2023,19:30 - 20:00,19.9,87,0.0,0
08-10-2023,20:00 - 20:30,19.5,89,0.0,0
08-10-2023,20:30 - 21:00,19.0,91,0.0,0
08-10-2023,21:00 - 21:30,18.8,92,0.0,0
08-10-2023,21:30 - 22:00,18.2,93,0.0,0
08-10-2023,22:00 - 22:30,17.8,94,0.0,0
08-10-2023,22:30 - 23:00,17.6,94,0.0,0
08-10-2023,23:00 - 23:30,18.0,95,0.0,0
08-10-2023,23:30 - 00:00,17.2,95,0.0,0
09-10-2023,00:00 - 00:30,17.4,95,0.0,0
09-10-2023,00:30 - 01:00,17.7,95,0.0,0
09-10-2023,01:00 - 01:30,18.0,95,0.0,0
09-10-2023,01:30 - 02:00,17.9,95,0.0,0
09-10-2023,02:00 - 02:30,17.6,95,0.0,0
09-10-2023,02:30 - 03:00,17.3,95,0.0,0
09-10-2023,03:00 - 03:30,17.1,94,0.0,0
09-10-2023,03:30 - 04:00,17.0,95,0.0,0
09-10-2023,04:00 - 04:30,16.8,95,0.0,0
09-10-2023,04:30 - 05:00,16.6,95,0.0,0
09-10-2023,05:00 - 05:30,16.5,95,0.0,0
09-10-2023,05:30 - 06:00,16.5,94,0.0,0
09-10-2023,06:00 - 06:30,16.4,94,0.0,16
09-10-2023,06:30 - 07:00,16.5,93,0.0,69
09-10-2023,07:00 - 07:30,16.9,92,0.0,181
09-10-2023,07:30 - 08:00,17.9,88,0.0,253
09-10-2023,08:00 - 08:30,18.9,84,0.0,341
09-10-2023,08:30 - 09:00,20.1,80,0.0,427
09-10-2023,09:00 - 09:30,21.6,75,0.0,498
09-10-2023,09:30 - 10:00,22.7,71,0.0,560
09-10-2023,10:00 - 10:30,24.0,67,0.0,609
09-10-2023,10:30 - 11:00,25.2,61,0.0,643
09-10-2023,11:00 - 11:30,26.4,56,0.0,661
09-10-2023,11:30 - 12:00,27.5,51,0.0,665
09-10-2023,12:00 - 12:30,28.4,46,0.0,652
09-10-2023,12:30 - 13:00,28.9,44,0.0,630
09-10-2023,13:00 - 13:30,28.7,47,0.0,595
09-10-2023,13:30 - 14:00,28.1,49,0.0,543
09-10-2023,14:00 - 14:30,27.4,49,0.0,478
09-10-2023,14:30 - 15:00,27.0,48,0.0,404
09-10-2023,15:00 - 15:30,26.3,53,0.0,320
09-10-2023,15:30 - 16:00,25.7,60,0.0,231
09-10-2023,16:00 - 16:30,25.0,64,0.0,137
09-10-2023,16:30 - 17:00,24.6,64,0.0,57
09-10-2023,17:00 - 17:30,23.5,68,0.0,7
09-10-2023,17:30 - 18:00,22.5,73,0.0,0
09-10-2023,18:00 - 18:30,21.7,77,0.0,0
09-10-2023,18:30 - 19:00,21.0,78,0.0,0
09-10-2023,19:00 - 19:30,20.3,80,0.0,0
09-10-2023,19:30 - 20:00,20.8,78,0.0,0
09-10-2023,20:00 - 20:30,20.6,82,0.0,0
09-10-2023,20:30 - 21:00,20.2,84,0.0,0
09-10-2023,21:00 - 21:30,19.8,85,0.0,0
09-10-2023,21:30 - 22:00,19.3,87,0.0,0
09-10-2023,22:00 - 22:30,19.1,88,0.0,0
09-10-2023,22:30 - 23:00,18.8,90,0.0,0
09-10-2023,23:00 - 23:30,18.4,91,0.0,0
09-10-2023,23:30 - 00:00,18.3,92,0.0,0
10-10-2023,00:00 - 00:30,18.1,91,0.0,0
10-10-2023,00:30 - 01:00,18.0,90,0.0,0
10-10-2023,01:00 - 01:30,17.8,90,0.0,0
10-10-2023,01:30 - 02:00,17.2,90,0.0,0
10-10-2023,02:00 - 02:30,17.0,89,0.0,0
10-10-2023,02:30 - 03:00,16.8,90,0.0,0
10-10-2023,03:00 - 03:30,16.5,89,0.0,0
10-10-2023,03:30 - 04:00,16.3,89,0.0,0
10-10-2023,04:00 - 04:30,16.1,89,0.0,0
10-10-2023,04:30 - 05:00,16.0,88,0.0,0
10-10-2023,05:00 - 05:30,15.8,88,0.0,0
10-10-2023,05:30 - 06:00,15.5,87,0.0,0
10-10-2023,06:00 - 06:30,15.3,87,0.0,14
10-10-2023,06:30 - 07:00,15.6,85,0.0,70
10-10-2023,07:00 - 07:30,16.1,83,0.0,170
10-10-2023,07:30 - 08:00,17.1,79,0.0,261
10-10-2023,08:00 - 08:30,18.6,74,0.0,349
10-10-2023,08:30 - 09:00,20.1,68,0.0,433
10-10-2023,09:00 - 09:30,22.0,61,0.0,503
10-10-2023,09:30 - 10:00,23.5,54,0.0,565
10-10-2023,10:00 - 10:30,24.5,51,0.0,614
10-10-2023,10:30 - 11:00,25.7,48,0.0,646
10-10-2023,11:00 - 11:30,27.1,43,0.0,668
10-10-2023,11:30 - 12:00,28.2,40,0.0,669
